state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day calls,total day charge,total eve calls,total eve charge,total night calls,total night charge,total intl calls,total intl charge,customer service calls,churn
NJ,111,510,332-5084,no,no,0,128,30.07,56,8.74,84,9.62,2,2.84,4,TRUE
KS,52,415,413-4831,no,no,0,78,28.14,89,17.47,124,9.61,6,3.29,0,FALSE
AL,72,415,343-4806,no,no,0,93,37.03,113,16.12,91,8.22,5,2.81,4,FALSE
NJ,135,510,401-8735,no,yes,28,100,34.24,117,20.95,131,6.97,4,3.48,2,TRUE
NC,86,510,391-8626,no,no,0,115,32.39,130,15.27,89,11.63,5,2.73,3,FALSE
DE,98,415,327-5817,no,yes,29,97,30.58,89,16.08,76,7.39,7,3.46,3,FALSE
WY,151,510,381-4712,no,no,0,104,40.1,91,6.85,116,9.58,2,1.57,3,FALSE
ID,118,415,335-3320,no,no,0,112,23.87,60,15.9,155,9.36,1,2.13,0,FALSE
NY,117,415,415-8780,no,no,0,115,24.58,66,22,113,11.39,9,2,2,FALSE
MO,55,510,362-1146,no,no,0,100,32.13,99,10.07,87,11.16,6,4.62,0,FALSE
ID,82,408,352-7413,no,no,0,93,17.17,104,13.23,93,13.7,2,3.59,0,FALSE
IA,152,415,387-6716,no,no,0,98,35.07,82,24.89,121,1.97,4,2.86,1,FALSE
TN,108,408,352-1127,no,yes,15,85,28.07,93,22.7,114,11.28,4,2.94,1,FALSE
OH,98,408,368-1288,no,no,0,129,28.05,113,17.22,94,7.75,7,3.38,1,TRUE
IL,130,415,403-5279,no,no,0,95,26.5,97,21.77,103,11.83,3,3.16,3,FALSE
FL,136,408,397-9333,yes,no,0,122,33.86,114,18.25,105,6.79,7,3.19,1,FALSE
MA,47,415,411-7353,no,no,0,116,26.4,85,16,73,11.12,4,3.32,3,FALSE
OK,189,415,383-2537,no,no,0,106,35.41,123,20.12,120,8.06,5,3.05,3,FALSE
KY,107,415,330-4419,no,no,0,79,26.71,124,13.82,138,6.75,6,3.27,1,FALSE
MI,91,415,390-7930,no,no,0,165,26.25,121,14.31,81,10.8,4,3.16,5,TRUE
NE,159,415,362-5111,no,no,0,105,32.15,147,20.92,106,10.89,5,2.81,1,TRUE
VA,11,408,358-6796,no,yes,24,98,22.36,111,19.57,87,12.77,3,2.7,2,FALSE
NY,167,415,409-7494,no,no,0,85,28.29,135,20.67,95,10.31,5,2.67,1,FALSE
MT,111,408,400-1636,no,no,0,75,24.19,106,10.44,94,10.33,9,3.46,2,FALSE
VT,99,408,389-2747,no,yes,19,103,14.91,86,18.96,112,8.2,4,1.97,2,FALSE
KS,159,415,415-2176,no,yes,19,78,31.3,71,16.53,101,10.15,3,4.56,0,FALSE
VA,114,415,377-8067,yes,yes,31,104,29.67,92,19.06,91,5.23,10,3.32,2,FALSE
AL,71,415,362-7835,no,no,0,103,17.56,79,11.77,98,7.42,2,2.43,2,FALSE
PA,122,415,361-5225,no,no,0,62,5.97,89,15.37,58,11.32,2,3.43,1,FALSE
AL,100,408,333-3447,no,yes,25,94,41.92,112,12.02,109,8.54,5,3.51,1,FALSE
WV,83,415,341-3044,no,yes,37,109,13.35,101,17.89,102,8.09,4,3.19,1,FALSE
NV,64,408,350-7306,no,no,0,73,25.18,101,14.02,125,9.72,2,3.32,5,TRUE
TN,105,408,353-8849,no,no,0,84,35.05,138,21.79,91,5.27,3,2.43,1,FALSE
ID,144,415,402-3476,no,yes,33,87,42.77,118,16.8,97,9.41,3,3.29,2,FALSE
WY,106,415,338-6018,yes,yes,26,111,45.95,90,18.29,133,11.43,7,3.89,1,TRUE
TX,19,510,409-3520,no,yes,34,97,26.62,97,19.06,135,11.74,1,3.05,1,FALSE
MA,46,408,357-1085,no,no,0,81,23.7,113,19.01,77,7.79,6,3.67,1,FALSE
IL,127,510,353-3285,no,no,0,108,37.43,124,16.01,113,7.77,3,3.16,2,FALSE
LA,9,415,409-9885,no,yes,39,108,36.4,115,14.38,117,8.54,3,2.73,1,FALSE
CO,157,415,388-7701,no,no,0,74,33.32,96,18.14,81,8.86,6,2.13,1,FALSE
UT,105,415,385-8184,no,no,0,71,18.09,83,20.41,114,6.65,4,1.43,6,TRUE
MI,105,415,345-2863,no,yes,29,113,30.5,100,23.41,105,11.07,5,2.7,0,FALSE
NH,155,408,353-6300,no,no,0,30,36.84,125,12.27,106,6.09,1,2.92,2,FALSE
ID,31,415,389-5649,no,no,0,129,30.14,105,12.99,92,7.33,2,1.38,0,FALSE
WA,161,415,378-8137,no,no,0,117,25.77,87,18.65,68,10.11,5,1.08,1,FALSE
MN,95,408,340-4627,no,yes,32,123,44.57,82,14.04,57,8.74,5,2.86,0,FALSE
NY,122,415,352-6833,no,no,0,110,29.51,84,7.79,103,9.53,7,2.62,3,FALSE
MD,37,415,420-2000,yes,no,0,76,18.12,89,12.53,113,10.61,8,2.59,2,FALSE
GA,132,415,368-5437,no,no,0,106,32.86,94,10.91,119,7.29,4,3.13,5,TRUE
HI,119,408,418-8170,no,yes,24,94,36.92,52,11.79,85,6.27,4,3.05,0,FALSE
AL,16,408,403-9417,no,no,0,89,35.62,85,14.69,102,4.23,4,2.38,1,FALSE
CT,99,408,330-6165,no,no,0,105,16.22,101,17.61,117,6.12,5,1.51,1,FALSE
CO,76,408,412-4185,no,yes,26,110,36.48,87,17.44,140,6.06,2,2.19,1,FALSE
KS,167,415,409-4734,no,no,0,120,22.37,96,17.96,97,7.57,4,3,4,TRUE
NJ,129,415,348-9828,no,no,0,117,28.63,129,18.45,100,3.67,7,3.19,1,FALSE
FL,116,408,418-8850,no,no,0,123,24.89,113,15.01,102,9.57,5,2.11,1,FALSE
CA,60,415,330-8351,yes,no,0,110,31.11,93,17.57,119,9.17,6,3,1,FALSE
KS,128,415,347-7773,no,no,0,122,17.56,123,20.9,95,7.25,7,1.73,0,FALSE
TX,47,408,392-6841,no,yes,28,70,19.07,106,13.16,105,7.5,2,2.86,0,FALSE
MN,40,510,354-2189,yes,no,0,55,29.02,108,15.22,89,12.69,9,2.21,3,FALSE
AK,173,510,349-9060,no,no,0,78,29.33,91,12.12,63,4.59,2,2.94,0,FALSE
OR,157,510,334-1311,no,yes,30,107,33.03,108,20.67,114,14.5,5,1.92,1,FALSE
MS,66,408,415-3120,no,yes,32,117,31.93,90,11.03,113,5.95,3,3.24,2,FALSE
VT,50,415,387-5891,yes,yes,26,94,52.21,78,24.6,109,7.87,3,2.16,0,FALSE
UT,72,415,368-8026,no,no,0,106,20.09,136,14.21,106,9.64,3,3.29,3,FALSE
KS,130,510,332-9446,no,no,0,95,26.18,106,17.5,75,10.52,1,3.48,1,FALSE
NV,143,408,393-5284,no,no,0,101,26.44,89,18.14,61,10.71,11,2.05,1,FALSE
DE,89,510,376-1677,yes,no,0,108,21.35,90,18.11,108,8.18,5,1.46,1,FALSE
IN,108,415,392-2268,no,no,0,104,33.88,92,19.06,57,6.3,2,4.1,0,FALSE
TX,32,408,396-4311,no,no,0,88,26.84,132,15.37,102,5.96,3,3.46,1,FALSE
MA,166,415,363-4005,no,no,0,81,34.58,110,14.25,124,5.94,5,2.48,2,FALSE
VT,109,408,344-9966,no,no,0,113,37.77,122,18.57,88,11.97,5,2.94,1,FALSE
CA,72,408,337-7377,no,yes,39,98,15.78,115,23.05,83,7.52,7,1.57,1,FALSE
IA,134,415,373-7037,no,yes,32,78,36.86,111,8.69,83,7.83,2,2.32,0,FALSE
NH,13,415,356-7580,no,no,0,89,32.84,90,16.52,104,8.39,2,2.62,4,FALSE
GA,90,415,390-3401,no,no,0,108,19.24,63,16.09,124,12.23,4,3.81,3,FALSE
WI,111,415,350-9313,no,yes,36,54,28.25,109,20.3,92,4.9,2,3.02,3,FALSE
CO,101,408,420-9009,no,yes,23,101,44.57,80,13.35,100,5.81,14,1.97,1,FALSE
SC,72,415,415-2641,no,no,0,92,35.33,110,16.63,124,8.32,4,3.54,0,FALSE
MI,67,510,392-4929,no,yes,35,89,41.72,102,12.6,136,12.33,6,2.03,1,FALSE
MD,172,408,346-5068,no,no,0,108,48.81,125,15.16,98,6.89,2,3.89,3,TRUE
IN,154,510,389-2631,no,yes,32,82,32.69,134,14.05,74,9.23,1,2.43,2,FALSE
ME,69,510,368-3808,no,no,0,122,33.01,81,20.58,80,9.71,3,2.62,2,FALSE
DC,123,415,406-8599,no,no,0,92,35.87,102,18.45,104,9.67,7,2.65,3,FALSE
TN,130,415,386-7456,no,yes,12,92,24.12,102,19.46,101,8.78,5,2.35,0,FALSE
FL,142,415,357-4936,no,yes,26,94,37.49,126,20.36,109,11.44,9,1.59,2,FALSE
WA,29,415,397-7411,no,no,0,122,26.76,75,12.33,92,12.68,2,2.51,1,FALSE
HI,87,408,353-6218,no,yes,28,106,24.4,147,19,69,7.89,5,3.02,0,FALSE
NE,149,415,369-5942,no,no,0,56,26.52,116,4.76,104,7.35,8,2.4,0,FALSE
TN,146,408,416-8543,yes,no,0,63,27.22,112,17.71,98,7.99,3,2.48,2,FALSE
MD,88,415,358-4576,yes,no,0,98,39.97,79,21.4,76,12.87,2,1.94,4,TRUE
NM,119,415,352-5118,yes,yes,15,95,27.2,110,17.81,107,3.7,5,2.35,5,TRUE
VT,48,510,408-2621,no,no,0,63,32.03,89,14.1,71,9.26,2,3.56,1,FALSE
OR,135,415,353-3994,no,no,0,97,33.12,118,20,126,7.85,3,2.97,1,FALSE
IN,100,510,367-4277,no,no,0,117,42.13,95,11.05,125,6.04,2,1.86,1,FALSE
MO,98,415,354-3237,no,no,0,80,37.6,104,18.16,89,13.13,3,3.21,4,FALSE
FL,75,510,394-8504,no,yes,26,86,20.15,118,18.18,99,5.97,3,3.62,2,FALSE
DC,180,415,370-4139,no,yes,33,78,39.41,79,19.8,121,9.31,4,2.05,1,FALSE
VT,100,415,382-6135,no,yes,25,90,36.7,92,21.92,157,8.11,4,3.13,1,FALSE
OH,119,415,359-5718,no,yes,35,92,36.91,134,18.77,93,11.23,5,2.16,2,FALSE
MO,86,415,385-3111,no,no,0,96,14.2,63,18.79,75,15.74,3,3.4,0,FALSE
LA,155,408,353-4880,no,yes,39,106,31.16,101,17.43,90,11.87,7,1.38,1,FALSE
IL,78,415,343-7019,yes,no,0,141,40.26,101,22.55,77,6.86,2,2.57,1,TRUE
NJ,153,415,419-6133,no,no,0,90,32.95,121,16.6,108,8.22,3,2.3,1,FALSE
IA,92,510,350-7344,no,yes,25,112,22.78,111,17.51,118,8.13,4,2.62,0,FALSE
WA,13,510,397-6064,no,yes,25,65,30.02,96,14.68,128,4.7,5,3.05,2,FALSE
NE,154,415,363-6896,no,no,0,93,32.54,119,17.46,121,9.26,3,2.75,3,FALSE
CT,144,510,416-9021,yes,yes,35,127,29.72,93,18.67,90,11.51,3,3.46,0,FALSE
WV,48,408,408-3269,no,no,0,67,46.78,108,15.32,110,7.15,2,2.13,1,FALSE
ND,94,408,408-9463,no,no,0,85,29.58,114,20.49,94,9.35,1,2.13,1,FALSE
UT,139,415,340-7062,no,no,0,132,28.05,86,21.22,128,7.66,8,3.4,1,FALSE
MS,126,415,417-4309,no,no,0,102,38.88,99,14.34,100,10.06,4,3.19,1,FALSE
MN,122,415,421-2659,no,no,0,88,18.34,109,20.04,119,10.29,3,2.57,2,FALSE
NH,139,510,383-2017,no,no,0,140,37.62,89,13.41,89,8.66,6,3.05,1,FALSE
LA,95,415,411-6294,no,no,0,84,23.99,108,17.97,127,4.67,6,1.59,3,FALSE
ME,80,408,332-9525,no,yes,31,92,28.29,74,20.26,84,6.78,4,2.89,4,FALSE
KS,131,415,401-5012,no,yes,28,87,42.43,138,19.31,92,10.8,3,2.05,3,FALSE
KS,36,510,368-8835,no,no,0,83,30.36,103,18.11,119,8.91,5,2.94,1,FALSE
NV,180,510,351-1382,no,no,0,96,23.63,64,19.12,118,7.69,5,4.24,2,FALSE
MT,25,415,359-7694,no,no,0,98,22.83,109,17.2,100,8.82,5,3.4,2,FALSE
MT,113,415,419-5505,no,no,0,93,36.7,85,20.41,123,7.05,5,1.32,3,FALSE
ID,88,415,341-4570,no,yes,31,91,30.87,120,18.12,104,9.35,4,3.08,1,FALSE
AK,120,415,366-6991,no,no,0,97,30.33,113,14.31,93,5.42,9,2.51,1,FALSE
UT,74,415,377-7399,no,no,0,84,18.09,104,11.92,81,4.09,3,3.08,1,FALSE
AR,109,510,377-9092,no,no,0,101,29.02,82,20.42,112,5.36,4,3.08,2,FALSE
LA,162,510,373-6681,no,yes,33,139,31.37,78,15.57,106,5.73,6,3.32,0,FALSE
KS,124,510,417-7736,no,yes,37,109,27.4,79,17.36,87,10.42,4,2.4,1,FALSE
OR,177,408,393-2812,no,no,0,77,14.43,109,21.89,66,9.47,5,2.03,2,FALSE
WI,91,510,398-3176,no,no,0,71,37.04,116,19.56,110,10.44,2,2.86,1,FALSE
CO,105,408,334-8694,no,no,0,98,46.05,110,19.23,60,8.05,5,2.38,0,TRUE
KS,24,510,369-5449,no,no,0,91,41.31,77,15.63,109,8.29,6,4.13,0,TRUE
IL,48,510,380-5246,no,no,0,71,21.79,78,4.09,80,5.23,3,2.4,0,FALSE
IA,86,408,390-3873,no,no,0,115,21.47,112,14.35,95,6.96,7,2.65,2,FALSE
AZ,163,510,354-4568,no,no,0,56,30.38,79,18.33,84,6.87,2,2.86,4,FALSE
NE,91,510,339-6968,no,no,0,109,27.03,142,21.68,73,3.71,4,2.73,0,FALSE
ID,56,510,379-5933,no,no,0,79,25.65,87,13.75,115,7.55,5,3.16,3,FALSE
OH,147,415,365-5682,yes,yes,24,118,37.38,116,17.72,111,15.86,4,2.19,3,FALSE
TX,64,415,382-8518,no,no,0,116,28.56,94,16.35,98,7.49,3,2.73,2,FALSE
TN,108,510,356-8449,no,yes,34,83,27.56,117,14.6,76,11.69,3,2.59,4,TRUE
OK,159,510,333-3460,no,no,0,107,33.8,91,16.62,120,9.6,7,4.46,5,FALSE
ND,136,510,375-8596,yes,no,0,90,43.66,104,19.56,82,6.46,10,2.46,3,FALSE
MT,116,415,384-5907,no,yes,35,122,31.08,119,18.08,103,8.72,2,2.97,1,FALSE
NC,45,408,373-2903,no,yes,38,92,33.46,108,21.61,85,11.78,2,2.08,1,FALSE
MN,122,415,361-7702,no,no,0,120,23.82,128,19.67,127,8.46,5,3.02,2,FALSE
MN,138,415,388-5850,no,no,0,83,33.03,97,16.14,102,10.45,3,2.43,5,FALSE
MA,132,415,405-6298,no,no,0,66,19.99,108,18.19,94,10.78,5,2.38,1,FALSE
PA,101,415,368-2074,yes,no,0,108,32.93,98,15.86,100,10.04,8,3.13,0,FALSE
GA,58,510,328-5050,no,no,0,105,41.33,108,19.67,120,8.14,4,2.11,2,FALSE
NV,81,415,395-5783,no,no,0,132,24.72,91,10.99,109,8.39,4,1.4,1,FALSE
TX,87,415,420-7301,no,no,0,105,28.75,102,14.44,106,11.02,10,2.67,3,FALSE
ME,116,510,328-2478,no,no,0,93,38.98,111,15.68,91,7.57,3,2.38,2,FALSE
RI,85,415,381-2460,yes,no,0,97,33.52,115,17.99,133,9.45,4,2.24,4,FALSE
MN,62,510,390-9811,no,yes,33,84,31.69,136,17.09,103,12.9,3,3,2,TRUE
NH,90,415,373-5670,no,no,0,121,12.94,73,24.68,89,10.66,3,2.92,0,FALSE
TN,98,415,351-7016,no,no,0,65,27.68,109,15.73,104,9.88,3,1.62,2,FALSE
UT,73,415,394-9934,no,no,0,115,30.99,97,16.93,113,5.41,5,4.86,1,FALSE
RI,107,510,422-8268,yes,no,0,83,33.05,84,21.06,93,11.04,7,3.02,2,FALSE
NH,55,408,373-7690,no,yes,20,95,32.18,113,10.08,102,11.26,4,3.38,2,FALSE
AK,76,415,366-9781,no,yes,22,107,27.22,136,14.34,102,1.04,4,2.57,3,FALSE
NC,30,510,404-5427,no,no,0,76,24.65,112,20.46,134,8.87,4,1.92,3,FALSE
AZ,157,415,389-9783,no,no,0,105,37.52,127,10.14,113,7.43,7,3.11,4,FALSE
MA,40,408,351-7005,no,yes,31,69,38.2,81,11.43,104,5.41,5,2.03,1,TRUE
TN,72,408,348-2009,no,no,0,79,24.99,103,13.8,80,7.33,4,2.84,1,FALSE
WY,95,415,340-4236,no,yes,39,130,44.34,111,18.14,97,8.8,5,2.73,1,FALSE
IA,42,415,348-1528,no,no,0,127,26.42,45,13.95,128,7.1,3,2.43,0,FALSE
IN,86,415,365-5039,no,no,0,112,28.25,81,21.7,97,10.26,7,1.46,1,FALSE
NJ,131,415,411-1810,no,no,0,115,36.01,102,22.14,96,6.49,7,2.92,0,FALSE
FL,55,510,364-7644,no,yes,45,114,22.19,94,17.71,114,6.37,5,2.97,4,TRUE
MT,74,415,335-9066,no,no,0,102,27.66,105,24.82,80,8.25,6,2.35,0,FALSE
ND,81,408,362-7581,yes,yes,37,76,40.31,125,22.46,120,12.21,3,2.13,1,FALSE
MI,81,408,346-1095,no,no,0,102,28.25,112,18.5,68,9.91,2,3.56,4,FALSE
MT,28,415,357-9136,no,no,0,48,20.69,112,10.69,122,11.77,2,2.24,6,TRUE
AL,111,510,390-7863,no,no,0,62,29.99,124,17.09,138,6.77,2,3.02,0,FALSE
NV,3,510,344-2416,no,yes,27,116,11.46,78,20.74,93,12.65,2,3.08,2,FALSE
MI,51,415,373-1448,no,no,0,129,39.05,104,28.56,128,8.68,1,2.59,1,TRUE
FL,68,415,360-7076,no,yes,24,118,29.92,116,23.62,71,7.86,7,3.97,1,FALSE
NY,163,408,413-2241,no,no,0,77,42.11,108,22.91,82,7.53,7,2.59,0,TRUE
KS,87,510,343-3961,no,no,0,90,19.62,68,22.32,69,11.06,5,3.54,2,FALSE
NC,58,510,375-4107,no,no,0,95,19.07,108,17.82,78,11.74,1,3.75,0,TRUE
MN,109,408,414-7410,no,no,0,138,27.64,109,13.09,118,9.44,4,3.11,0,FALSE
RI,111,415,351-2535,no,no,0,107,39,99,18.2,95,13.03,6,2.81,4,FALSE
UT,144,415,416-9615,no,no,0,96,23.73,93,10.56,75,4.3,4,4.05,2,FALSE
OR,135,415,377-1293,no,no,0,66,44.85,116,21.36,112,9,2,2.27,5,TRUE
SC,109,415,388-6479,no,yes,46,123,36.98,84,19.86,99,7.38,3,2.43,4,FALSE
IL,107,415,390-2755,no,yes,14,132,19.43,91,16.98,74,8.76,8,2.03,1,FALSE
OH,149,408,340-5930,no,no,0,108,33.37,96,11.63,87,6.96,3,2.08,2,FALSE
MA,56,510,401-3622,no,no,0,95,43.04,116,15.98,133,6.39,4,1.19,1,FALSE
OR,129,408,382-1104,no,no,0,99,16.66,62,20.46,123,11.47,4,2.84,0,FALSE
CA,92,408,355-9324,no,no,0,118,42.4,95,17.98,116,7.61,3,2.46,0,FALSE
WV,67,415,393-4843,no,yes,30,107,22.03,104,19.81,93,13.37,5,3.92,1,FALSE
VT,120,415,401-4052,no,no,0,106,37.62,98,22.75,80,5.02,7,2.51,0,FALSE
ID,166,415,385-1830,no,no,0,106,37.52,118,15.11,102,9.27,9,3.35,1,FALSE
OR,66,408,348-7409,no,no,0,76,14.89,111,22.27,125,8.31,5,2.48,1,FALSE
GA,76,408,361-4910,no,no,0,61,34.61,127,13.74,97,7.92,3,2.27,0,FALSE
ME,79,415,415-6578,no,no,0,110,36.31,121,19.97,157,10.33,3,2.38,2,FALSE
HI,98,415,395-5015,no,yes,31,112,30.87,100,18.76,121,10.63,4,3.48,2,FALSE
AZ,141,510,369-6012,no,yes,22,123,36.62,98,27.94,89,7.22,6,2.11,1,FALSE
UT,49,415,394-4520,no,no,0,90,45.27,117,17.66,98,9.23,2,3.78,2,TRUE
IA,46,510,380-5873,no,no,0,111,33.86,83,14.88,84,9.48,2,2.75,3,FALSE
CT,137,415,372-5384,no,no,0,130,19.55,83,11.71,61,10.08,4,1.97,3,FALSE
WA,171,408,419-1863,no,no,0,69,45.99,112,19.55,111,6.12,5,2.59,1,TRUE
VA,10,415,352-5697,no,no,0,127,37.77,125,13.01,80,10.23,4,3.48,1,FALSE
CO,88,510,373-4274,no,no,0,78,10.52,114,22.32,110,9.56,2,2.38,3,FALSE
LA,89,415,382-4024,no,no,0,92,23.99,126,21.17,73,6.12,2,2.92,2,FALSE
TX,82,415,395-9215,no,no,0,81,32.16,117,15.67,83,11.51,5,2.86,3,TRUE
SD,139,510,331-9149,no,no,0,135,33.32,146,15.81,92,6.89,1,2.65,3,FALSE
VA,87,415,347-3958,no,no,0,119,29.17,107,17.43,114,7.68,4,3.73,0,FALSE
NY,137,415,389-2540,yes,no,0,123,29.58,115,13.71,98,11.73,3,3.08,2,FALSE
WA,45,510,399-3083,no,no,0,106,13.36,110,15.92,111,8.29,5,2,1,TRUE
WI,90,415,420-8308,no,no,0,92,34.15,91,13.97,98,11.21,7,2.4,1,FALSE
TN,103,415,384-7724,no,no,0,123,24.02,87,21.56,96,9.71,2,1.73,1,FALSE
CT,100,415,389-2114,no,no,0,130,40.09,69,14.96,122,2.86,1,1.97,2,FALSE
WA,110,510,335-4414,no,no,0,100,31.47,88,14.03,104,5.02,4,1.7,3,FALSE
NH,124,415,370-5361,no,no,0,113,43.23,104,6.71,69,6.89,2,3.19,2,FALSE
MT,10,510,374-5965,no,no,0,103,31.11,77,18.26,73,9.29,6,2.35,2,FALSE
NE,89,415,420-6414,no,yes,29,80,27.8,136,23.36,147,17.19,5,2.03,2,FALSE
WA,121,408,392-2708,no,no,0,98,35.34,96,17.89,114,4.93,2,2.08,2,FALSE
WI,101,415,352-7234,no,no,0,102,42.26,93,14.87,86,9.32,3,1.65,3,FALSE
AR,103,415,337-9878,no,yes,31,105,31.52,126,16.8,110,6.62,4,3.92,2,FALSE
WI,51,408,350-7288,no,no,0,60,33.63,64,18.79,134,7.59,5,2.4,1,FALSE
DE,2,415,415-8448,yes,no,0,42,22.46,88,11.81,119,8.67,1,2.46,2,TRUE
NH,111,510,392-6331,no,no,0,117,33.51,128,19.36,101,9.63,11,2.51,0,FALSE
VA,118,415,392-3315,no,no,0,112,26.28,105,15.66,102,9.78,5,3.4,2,FALSE
TN,17,510,382-5401,no,yes,31,115,26.03,59,15.8,102,10.09,1,2.7,6,TRUE
VA,130,408,389-7012,no,no,0,119,35.9,120,19.64,80,9.94,9,1.7,2,FALSE
ID,193,415,411-4714,no,no,0,92,16.46,103,12.12,115,9.45,5,2.94,2,TRUE
TN,114,510,343-3846,no,no,0,145,29.24,101,23.49,100,8.72,9,2.73,1,FALSE
AZ,137,415,370-4395,no,no,0,91,23.99,100,12.51,75,11.46,7,2.16,2,FALSE
MT,185,408,422-4394,no,yes,29,121,25.69,88,20.8,91,6.95,2,3.73,2,FALSE
OK,101,408,405-1780,no,no,0,107,35.63,96,19.45,85,7.76,2,2.05,3,FALSE
ID,95,415,393-2220,no,yes,32,109,41.99,91,10.68,90,10.19,4,2.84,3,FALSE
NV,7,408,355-8299,no,yes,30,114,37.64,116,14.09,105,11.12,12,2.92,1,FALSE
KS,126,408,379-8681,no,no,0,99,54.62,93,14.27,106,8.71,4,2.16,1,TRUE
WY,71,415,409-7034,no,no,0,124,41.43,90,5.1,129,8.5,2,3.05,0,FALSE
MS,124,415,358-1922,no,no,0,85,42.76,98,18.21,71,8.37,6,3,3,FALSE
WY,97,510,346-1629,yes,no,0,107,40.27,105,13.4,120,10.85,2,1.97,0,TRUE
TX,28,415,347-1870,no,no,0,79,27.15,131,18.42,116,9.3,3,2.51,2,FALSE
WA,90,415,374-9576,yes,no,0,96,25.19,111,18.73,97,6.04,1,2.48,4,TRUE
HI,190,408,380-1096,no,no,0,86,25.65,129,22.83,73,8.1,1,3.97,1,FALSE
IL,31,415,396-5790,no,yes,28,101,35.79,86,21.29,125,10.87,2,3.11,1,FALSE
AK,52,415,356-5244,no,yes,24,71,29.05,80,17.12,124,7.15,5,1.11,2,FALSE
MD,73,510,341-1412,no,no,0,80,43.3,79,7.67,60,6.9,8,2.86,0,FALSE
MA,111,415,387-7371,no,no,0,89,48.35,113,13.35,91,10.93,8,2.27,0,TRUE
SD,98,415,392-2555,no,no,0,0,0,130,13.57,88,7.52,1,1.84,4,TRUE
PA,106,408,403-9167,yes,no,0,45,22.73,107,15.96,89,8.19,2,2.89,1,TRUE
NC,111,408,338-6550,no,no,0,117,38.23,127,16.31,97,10.35,3,2.78,0,FALSE
VT,59,408,357-5801,no,no,0,98,25.81,92,17.84,86,12.01,5,3.21,1,FALSE
KY,71,510,403-1953,no,yes,22,107,24.04,105,13.86,99,9.9,3,1.51,2,FALSE
WA,55,408,357-6039,no,no,0,124,48.57,106,19.63,140,10.38,7,4,0,TRUE
LA,13,415,388-9653,no,no,0,121,9.93,64,22.29,115,7.15,5,3.21,1,FALSE
WA,136,415,359-2915,no,yes,16,105,15.37,109,17.11,115,10.22,4,3.54,0,FALSE
ME,123,408,381-4562,no,no,0,91,19.45,123,18.41,102,11.28,3,2.97,0,FALSE
WI,105,408,406-2213,no,no,0,103,25.11,78,18.93,102,7.36,3,3.46,2,FALSE
TX,50,408,330-6436,no,yes,31,93,51.46,119,20.44,103,8.73,14,3.67,3,FALSE
IA,118,415,332-4289,no,no,0,120,23.14,103,17.36,90,10.27,4,3.05,1,FALSE
AZ,97,408,386-3596,no,no,0,84,28.85,86,14.1,83,8.64,6,3.46,3,FALSE
ND,51,510,337-3740,no,no,0,89,38.62,106,16.52,126,10.95,2,4.02,0,FALSE
VT,73,415,414-1496,no,no,0,91,37.03,97,18.75,89,12.48,6,2.78,1,TRUE
HI,35,415,349-7291,no,no,0,102,21.11,115,10.53,100,6.11,8,3.54,2,FALSE
WY,64,415,385-1985,no,no,0,76,35.05,76,19.75,96,11.32,2,3.67,1,FALSE
WV,63,510,329-7102,no,no,0,122,22.59,62,5.7,121,7.22,2,2.67,3,FALSE
OK,117,415,394-2553,no,yes,31,115,17.83,125,20.2,104,11.85,6,2.08,3,FALSE
CT,115,415,339-1330,no,no,0,97,41.65,75,21.31,124,12.16,8,3.7,1,TRUE
UT,162,408,398-1959,no,no,0,118,31.37,95,19.04,82,8.12,3,3.13,1,FALSE
NY,89,415,408-7015,no,no,0,66,15.22,104,15.24,116,10.13,1,3.32,3,FALSE
VA,94,415,384-9254,yes,no,0,131,40.05,107,16.56,93,7.68,4,2.32,1,FALSE
VT,129,408,355-9475,no,no,0,127,31.62,96,22.3,63,4.45,6,3.11,4,FALSE
SD,86,415,334-1337,no,no,0,75,38.06,109,13.23,143,6.76,9,1.97,1,FALSE
PA,96,510,359-1441,no,no,0,125,30.52,139,13.8,133,11.9,2,1.78,1,FALSE
ND,190,415,391-5442,no,no,0,102,28.8,113,21.55,93,8.87,5,2.4,1,FALSE
CT,80,408,374-1551,no,no,0,90,20.08,77,12.27,86,10.13,6,2.21,1,FALSE
SC,108,415,399-6233,no,no,0,105,19.04,110,16.46,93,9.4,4,1.11,4,TRUE
MI,97,408,337-4749,no,yes,32,129,28.63,97,19.2,95,8.63,7,2.3,0,FALSE
VT,84,415,403-5552,no,yes,42,112,36.43,107,16,117,15.01,10,3.05,0,FALSE
OH,65,415,405-3097,no,no,0,139,41.77,113,20.56,117,12.84,5,1.13,4,TRUE
VT,131,415,364-9240,no,yes,34,134,26.62,95,6.04,120,11.78,10,3.62,1,FALSE
IL,58,415,404-9348,yes,yes,43,96,24.28,100,23.15,105,8.7,4,2.4,1,FALSE
MO,36,415,336-1462,no,no,0,115,34.41,115,19.61,127,9.09,2,2.75,3,FALSE
WI,54,415,364-8981,no,no,0,119,19.86,123,10.46,101,9.79,2,3.24,1,FALSE
NJ,45,510,412-7606,no,no,0,110,26.47,103,22.13,98,8.65,1,2.97,1,FALSE
GA,125,415,380-6342,no,yes,39,107,40.14,110,24.58,107,7.89,4,2.46,2,FALSE
VT,72,415,418-3017,no,yes,21,113,23.48,83,22.11,118,6.09,2,2.21,2,FALSE
